comment,label,category
"Cơm quê dượng bầu khịa anh Huy clip nữa nè","neutral","humor"
"Giá cơm quê thế này chắc bán ở Landmark 100 😜","negative","sarcasm"
"Cơm quê giá thượng, ăn xong muốn lên trời","negative","humor"
"Quán ở cổng trời, ăn xong bay luôn 😄","neutral","humor"
"Thiếu mỗi giọng nói hụt hơi là giống cô gái quán 😅","negative","sarcasm"
"Tính tiền kiểu này chắc tính cả phí cổng trời 😆","positive","humor"
"Quán ở bình nguyên vô tận hay ở đâu vậy? 😂","neutral","question"
"Truyện anh cầm giống Doraemon movie 70 quá 😄","neutral","humor"
"Đĩa cơm quê mà tưởng đĩa vàng, giá siêu đắt 🙏","negative","sarcasm"
"Cơm quê giá Dubai, ăn xong hết tiền 😭","negative","neutral"
"Cơm quê dượng bầu khịa anh Huy ở đâu xem vậy? 😄","neutral","ask"
"Ăn cơm quê mà tưởng đi du lịch Dubai 😜","neutral","humor"
"20k ăn được gì ở quán cơm quê dượng bầu? 😢","negative","question"
"Xã hội mới có quán cơm giá cổng trời thế này 🥺","negative","sarcasm"
"Quán mở ở Tà Xùa chắc giá cũng tương tự 😄","neutral","humor"
"Cơm quê vắt khô, view thì cứ lên đều 😎","positive","neutral"
"Mỗi lần xem là mỗi lần cười với cơm quê 😄","positive","humor"
"Cô ơi, hóa đơn này là vàng 24K hả? 😅","neutral","sarcasm"
"Quán cơm quê mà giá như ăn ở khách sạn 5 sao 😭","negative","sarcasm"
"Thấy anh Huy giống nhân viên quán cơm dượng bầu 😆","neutral","humor"
"Cơm quê giá thượng, ăn xong muốn bay 😄","negative","humor"
"Quán ở cổng trời, giá cũng phải tầm cỡ luôn 😎","neutral","neutral"
"Anh Huy làm clip vui quá, xem hoài không chán 😄","positive","neutral"
"Cơm quê mà giá này chắc bán trên sao Hỏa 😅","negative","sarcasm"
"Quán cơm quê dượng bầu có chi nhánh ở Dubai không? 😆","neutral","question"
"Cơm quê giá cổng trời, ăn xong nhớ mãi 😭","negative","sarcasm"
"Clip anh Huy vui, xem xong muốn đi ăn cơm quê 😄","positive","neutral"
"Dượng bầu vắt view tới cạn luôn rồi 😂","neutral","humor"
"Cơm quê mà giá này chắc bán ở bình nguyên vô tận 😅","negative","sarcasm"
"Yêu cầu anh Huy làm thêm clip cơm quê 😎","positive","suggestion"
"Quán cơm quê này chắc nằm trên mặt trăng 😆","neutral","humor"
"Cô ơi, cơm quê mà giá siêu xe hả? 😭","negative","sarcasm"
"Thấy cơm quê dượng bầu khịa anh Huy ở đâu vậy? 😄","neutral","question"
"Ăn cơm quê mà tưởng đang ở Dubai 😅","negative","humor"
"Cơm quê giá cổng trời, ăn xong hết ví 😭","negative","sarcasm"
"Quán này chắc bán cả bình nguyên vô tận 😆","neutral","humor"
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄","positive","neutral"
"Cơm quê mà giá này chắc bán ở sao Thủy 😅","negative","sarcasm"
"Quán cơm quê dượng bầu đúng là đỉnh cao 😎","positive","neutral"
"Ăn cơm quê mà giá như đi du lịch nước ngoài 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê vui quá 😄","positive","neutral"
"Cơm quê giá Dubai, ăn xong muốn lên cổng trời 😅","negative","humor"
"Quán này chắc nằm ở trung tâm vũ trụ 😆","neutral","humor"
"Thấy anh Huy giống nhân viên quán cơm quê luôn 😄","neutral","humor"
"Cơm quê mà giá này chắc bán ở sao Kim 😅","negative","sarcasm"
"Quán cơm quê dượng bầu đúng là huyền thoại 😎","positive","neutral"
"Ăn cơm quê mà giá như mua vé máy bay 😭","negative","sarcasm"
"Clip anh Huy vui, xem xong cười đau bụng 😄","positive","humor"
"Cơm quê giá cổng trời, ăn xong hết tiền 😅","negative","sarcasm"
"Quán này chắc bán cả bình nguyên vô tận 😆","neutral","humor"
"Thấy cơm quê dượng bầu khịa anh Huy ở đâu? 😄","neutral","question"
"Cơm quê mà giá này chắc bán ở Dubai 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê đỉnh quá 😎","positive","neutral"
"Quán cơm quê này chắc nằm trên sao Hỏa 😆","neutral","humor"
"Cơm quê giá cổng trời, ăn xong nhớ đời 😅","negative","sarcasm"
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄","positive","neutral"
"Dượng bầu vắt view cơm quê tới khô luôn 😂","neutral","humor"
"Cơm quê mà giá này chắc bán ở sao Thủy 😅","negative","sarcasm"
"Quán cơm quê dượng bầu đúng là số 1 😎","positive","neutral"
"Ăn cơm quê mà giá như đi du lịch Dubai 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê cười đau cả bụng 😄","positive","humor"
"Cơm quê giá cổng trời, ăn xong hết ví 😅","negative","sarcasm"
"Quán này chắc bán cả bình nguyên vô tận 😆","neutral","humor"
"Thấy cơm quê dượng bầu khịa anh Huy ở đâu vậy? 😄","neutral","question"
"Cơm quê mà giá này chắc bán ở sao Kim 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê vui quá 😎","positive","neutral"
"Quán cơm quê này chắc nằm trên mặt trăng 😆","neutral","humor"
"Cơm quê giá cổng trời, ăn xong nhớ mãi 😅","negative","sarcasm"
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄","positive","neutral"
"Dượng bầu vắt view cơm quê tới cạn rồi 😂","neutral","humor"
"Cơm quê mà giá này chắc bán ở sao Hỏa 😅","negative","sarcasm"
"Quán cơm quê dượng bầu đúng là huyền thoại 😎","positive","neutral"
"Ăn cơm quê mà giá như đi du lịch nước ngoài 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê cười đau bụng 😄","positive","humor"
"Cơm quê giá cổng trời, ăn xong hết tiền 😅","negative","sarcasm"
"Quán này chắc bán cả bình nguyên vô tận 😆","neutral","humor"
"Thấy cơm quê dượng bầu khịa anh Huy ở đâu? 😄","neutral","question"
"Cơm quê mà giá này chắc bán ở Dubai 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê đỉnh quá 😎","positive","neutral"
"Quán cơm quê này chắc nằm trên sao Thủy 😆","neutral","humor"
"Cơm quê giá cổng trời, ăn xong nhớ đời 😅","negative","sarcasm"
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄","positive","neutral"
"Dượng bầu vắt view cơm quê tới khô luôn 😂","neutral","humor"
"Cơm quê mà giá này chắc bán ở sao Kim 😅","negative","sarcasm"
"Quán cơm quê dượng bầu đúng là số 1 😎","positive","neutral"
"Ăn cơm quê mà giá như đi du lịch Dubai 😭","negative","sarcasm"
"Anh Huy làm clip cơm quê cười đau cả bụng 😄","positive","humor"
"Trên đời này em nể mỗi chị , vừa xinh vừa khéo tay",positive,compliment
"Người vừa xinh vừa khéo thế ❤️xứng đáng 10 thủ công điểm",positive,compliment
"Bao h chị tháo niềng răng ạ. Em sợ bị xước",neutral,question
"chị này đã xinh mà còn tửng tửng sao á .chắc do ở Đà Lạt đó trời",positive,funny
"còn miếng nào nữa hong, mai em lên ĐL coi saoo",positive,curiosity
"em nói thiệt chị cứ vầy tiên trên trời cũng ko bằng á",positive,admiration
"Mạnh Dũng nay hào phóng quá 😂",positive,joke
"ủa Jisoo hả?lúc đầu cười tưởng IU chứ",positive,surprise
"e cũng đang ở đl nè chị",neutral,statement
"ê tôi xem cậu nhiều tự nhiên thích con gái Đà Lạt ghê",positive,flirt
"nụ cười này làm người ta xao xuyến á",positive,flirt
"Chị cute xỉu luôn á trời",positive,compliment
"trời ơi dễ thương muốn xỉu",positive,admiration
"chị xinh như tiên giáng trần vậy đó",positive,compliment
"clip nào cũng thấy yêu đời ghê á",positive,appreciation
"đẹp quá đi mất thôi",positive,compliment
"tôi cười muốn ná thở với chị này",positive,funny
"chắc là Đà Lạt có phép thuật",positive,joke
"ai mà dễ thương dữ thần vậy trời",positive,compliment
"ai là người lồng tiếng doraemon..????",neutral,question
"Doraemon❌️Đô mon✅️",positive,humor
"và sau này khi lớn khôn rồi",neutral,reflection
"Nobita lông nách",toxic,teasing
"Nobita này dư sức đánh jaien",positive,funny
"lớn rồi mới hiểu đc ý nghĩa của nhạc này😥",positive,nostalgia
"ổng lồng trẻ con mà ổng cũng trẻ con nx 😆",positive,humor
"Thân hình nhìn men mà cử chỉ giống chị Phiến v 😅",toxic,teasing
"thân hình lực điền\nnhưng cất tiếng lại là tuổi thơ",positive,contrast
"Giọng Nobita\:Miền Bắc\nGiọng Đặng Khuyết\:Miền Nam",neutral,observation
"giọng đọc đỉnh thật sự",positive,praise
"nghe hoài không chán luôn",positive,appreciation
"cái giọng huyền thoại đây rồi",positive,nickname
"kỷ niệm một thời tuổi thơ ùa về",positive,nostalgia
"ủa có ai giống tui không, nghe giọng là biết ai liền",positive,relatable
"giọng này mà lồng phim khác chắc lạ lắm",neutral,comment
"Tui đang coi doraemon mà sụp đổ hình tượng 😭",negative,disappointment
"ai lồng Jaian vậy trời, ghê ác",neutral,question
"nói giọng mà cười xỉu luôn",positive,humor
"dễ thương gì đâu á",positive,compliment
"giọng doraemon huyền thoại đúng là không ai thay thế được",positive,admiration
"Ủa sao nghe giọng quen dữ vậy trời",neutral,familiarity
"nghe quen lắm mà không nhớ tên người lồng",neutral,question
"Đúng là thời đại vàng son của lồng tiếng",positive,appreciation
"giờ phim thiếu nhi toàn giọng như robot á 😔",negative,criticism
"giọng này là đỉnh nhất tuổi thơ tui",positive,nostalgia
"ai từng bắt chước giọng này hồi nhỏ dơ tay ✋",positive,relatable
"Thật sự nể tài năng lồng tiếng này",positive,admiration
"Tưởng tượng Doraemon nói giọng miền Tây thử xem",neutral,humor
"Hồi nhỏ tưởng giọng thiệt của Doraemon là vậy luôn á",positive,childhood
"nghe giọng mà muốn khóc luôn huhuhu",positive,emotional
"còn ai nhớ bài hát này không 😢",neutral,question
"giọng chị này gắn liền với cả thanh xuân tôi",positive,nostalgia
"nghe thôi đã thấy nhẹ lòng",positive,soothing
"Ủa anh này lồng tiếng nobita thiệt luôn hả?",neutral,question
"Tui tưởng người Nhật lồng chứ =))",neutral,misunderstanding
"giọng miền Nam dễ thương dữ thần luôn á",positive,compliment
"Thật sự là một phần tuổi thơ tui đó mấy bà",positive,nostalgia
"nghe mà rưng rưng nước mắt 😢",positive,emotional
"ai đó làm ơn cho xin full video đi",neutral,request
"ủa ổng là người Việt hả? Tưởng Nhật chớ",neutral,surprised
"ủa không phải là con gái lồng Doraemon hả?",neutral,confused
"nghe kỹ giọng dễ thương ghê luôn",positive,appreciation
"thề luôn giọng này ăn sâu vô ký ức tui rồi á",positive,nostalgia
"nghe phát nhận ra liền luôn",positive,familiarity
"giọng giống con nít ghê 😅",neutral,observation
"hồi đó cứ nghĩ mấy người lồng tiếng là nhân vật thật",positive,childhood
"có ai còn nhớ giọng Suneo hông?",neutral,question
"Doraemon mà nói giọng miền Trung chắc mắc cười lắm",positive,humor
"tự nhiên nhớ mấy tập Doraemon cảm động ghê",positive,nostalgia
"sao hồi nhỏ không thắc mắc ai lồng tiếng ta?",neutral,reflection
"giọng doraemon chuẩn nhất là đây",positive,admiration
"nhiều người không biết chứ lồng tiếng khó lắm đó",neutral,fact
"Tôi từng mơ ước làm người lồng tiếng khi nhỏ",positive,dream
"tui lồng thử mà không giống gì hết luôn á",neutral,personal\_experience
"nói nghe mắc cười dễ sợ",positive,humor
"giọng này nghe riết ghiền luôn á",positive,addiction
"bạn này lồng Jaian hay ghê",positive,praise
"giọng dễ thương nhưng cử chỉ hơi lố",negative,critique
"nếu không có người lồng tiếng chắc phim mất hay",positive,appreciation
"nhạc nền nghe thấm ghê",positive,emotion
"vừa nghe là biết Doraemon ngay",positive,recognition
"nếu cho tui thử chắc fail quá 😅",neutral,humor
"Doraemon là tuổi thơ của biết bao người",positive,statement
"ngày nào cũng chờ đến giờ chiếu phim",positive,habit
"giờ nghe lại mà cảm xúc vẫn nguyên vẹn",positive,nostalgia
"người lồng tiếng giỏi thật",positive,admiration
"giọng nam mà lồng con nít là khó lắm á",neutral,fact
"coi xong clip này muốn coi lại Doraemon ghê",positive,inspiration
"giọng miền Bắc lồng nghe nhẹ nhàng ghê",positive,observation
"giọng lồng từng nhân vật khác nhau cực hay",positive,skill
"sao có thể bắt chước giọng con nít hay vậy trời",positive,talent
"từng câu thoại đều nhớ rõ như in luôn",positive,nostalgia
"muốn nghe lại hết mấy tập hồi xưa ghê",positive,desire
"nghe mà thấy mình quay lại thời nhỏ luôn",positive,flashback
"Doraemon và tuổi thơ không thể tách rời",positive,connection
"Doraemon vẫn là anime số 1 trong lòng tui",positive,favorite
"tôi nhớ hồi xưa coi xong còn ghi âm giọng bắt chước",positive,childhood
"bạn nào lồng giọng này đỉnh quá",positive,praise
"coi mấy clip này làm tui cười muốn xỉu",positive,funny
"giọng nhân vật nào cũng có nét riêng",positive,observation
"nghe mà nổi da gà luôn á",positive,emotion
"ai đó tạo playlist giọng lồng Doraemon đi",neutral,suggestion
"tui nghe phát đoán ra nhân vật luôn",positive,recognition
"mỗi lần buồn tui lại mở Doraemon coi",positive,comfort
"Doraemon không chỉ là phim, là cả thanh xuân",positive,nostalgia
"giọng nam mà lồng Doraemon là đỉnh cao rồi",positive,admiration
"sao hồi nhỏ không để ý giọng lồng hay vậy ta?",neutral,reflection
"phim nào giọng cũng na ná nhau nhưng vẫn hay",positive,consistency
"giờ nghe mấy giọng mới không quen gì hết",negative,change
"đúng là giọng lồng có sức mạnh cảm xúc",positive,influence
"từng giọng gắn liền với từng ký ức",positive,nostalgia
"tự nhiên nhớ nhỏ bạn hồi nhỏ hay bắt chước giọng",positive,flashback
"giọng nobita cười dễ thương xỉu",positive,compliment
"nhiều khi tưởng là nhân vật ngoài đời luôn á",positive,immersion
"tui từng tưởng Doraemon nói được tiếng Việt thiệt",positive,childhood
"nghe riết thành thói quen luôn rồi",positive,habit
